,date,NO2,PM1,PM10,PM2.5,station_name,latitude,longitude
0,2023-05-15,18.82,11.9,9.5,11.0,Gymnasium 39,43.348459,76.84291
1,2023-05-16,22.99,13.96,13.65,16.27,Gymnasium 39,43.348459,76.84291
2,2023-05-17,22.4,13.57,14.34,15.64,Gymnasium 39,43.348459,76.84291
3,2023-05-18,20.02,12.67,9.69,9.94,Gymnasium 39,43.348459,76.84291
4,2023-05-19,19.47,21.08,13.31,13.37,Gymnasium 39,43.348459,76.84291
5,2023-05-20,16.97,11.67,8.96,10.02,Gymnasium 39,43.348459,76.84291
6,2023-05-21,16.68,15.17,9.84,10.19,Gymnasium 39,43.348459,76.84291
7,2023-05-22,19.48,18.01,12.66,12.27,Gymnasium 39,43.348459,76.84291
8,2023-05-23,21.21,15.06,11.32,11.9,Gymnasium 39,43.348459,76.84291
9,2023-05-24,21.0,22.87,17.47,18.87,Gymnasium 39,43.348459,76.84291
10,2023-05-25,20.65,21.95,15.69,17.89,Gymnasium 39,43.348459,76.84291
11,2023-05-26,21.42,13.6,11.78,13.88,Gymnasium 39,43.348459,76.84291
12,2023-05-27,16.14,13.0,10.69,12.36,Gymnasium 39,43.348459,76.84291
13,2023-05-28,17.98,14.0,12.33,14.18,Gymnasium 39,43.348459,76.84291
14,2023-05-29,18.0,9.92,9.83,12.33,Gymnasium 39,43.348459,76.84291
15,2023-05-30,21.67,14.67,11.83,14.25,Gymnasium 39,43.348459,76.84291
16,2023-05-31,20.22,14.61,12.8,15.26,Gymnasium 39,43.348459,76.84291
17,2023-06-01,17.25,9.39,9.25,11.97,Gymnasium 39,43.348459,76.84291
18,2023-06-02,19.46,8.18,8.99,11.78,Gymnasium 39,43.348459,76.84291
19,2023-06-03,24.75,18.63,14.64,16.98,Gymnasium 39,43.348459,76.84291
20,2023-06-04,21.79,13.3,13.66,16.01,Gymnasium 39,43.348459,76.84291
21,2023-06-05,22.36,12.11,12.91,15.22,Gymnasium 39,43.348459,76.84291
22,2023-06-06,25.75,10.9,13.0,15.23,Gymnasium 39,43.348459,76.84291
23,2023-06-07,29.02,11.97,13.48,15.36,Gymnasium 39,43.348459,76.84291
24,2023-06-08,31.22,15.3,15.24,17.36,Gymnasium 39,43.348459,76.84291
25,2023-06-09,26.9,9.64,10.96,14.08,Gymnasium 39,43.348459,76.84291
26,2023-06-10,22.69,9.02,10.38,12.02,Gymnasium 39,43.348459,76.84291
27,2023-06-11,18.38,12.71,11.21,11.48,Gymnasium 39,43.348459,76.84291
28,2023-06-12,17.93,11.08,11.99,14.32,Gymnasium 39,43.348459,76.84291
29,2023-06-13,19.77,22.57,23.29,24.26,Gymnasium 39,43.348459,76.84291
30,2023-06-14,21.79,16.45,14.84,16.86,Gymnasium 39,43.348459,76.84291
31,2023-06-15,22.24,10.28,12.28,15.61,Gymnasium 39,43.348459,76.84291
32,2023-06-16,22.3,11.31,11.56,14.63,Gymnasium 39,43.348459,76.84291
33,2023-06-17,23.19,12.98,12.43,16.61,Gymnasium 39,43.348459,76.84291
34,2023-06-18,28.23,21.22,21.03,22.27,Gymnasium 39,43.348459,76.84291
35,2023-06-19,26.12,10.36,12.74,15.61,Gymnasium 39,43.348459,76.84291
36,2023-06-20,23.16,14.09,12.79,13.43,Gymnasium 39,43.348459,76.84291
37,2023-06-21,28.62,24.63,18.38,16.07,Gymnasium 39,43.348459,76.84291
38,2023-06-22,21.68,16.62,13.81,14.38,Gymnasium 39,43.348459,76.84291
39,2023-06-23,17.37,9.99,12.38,14.22,Gymnasium 39,43.348459,76.84291
40,2023-06-24,18.91,14.31,15.0,16.82,Gymnasium 39,43.348459,76.84291
41,2023-06-25,16.2,6.79,8.24,9.86,Gymnasium 39,43.348459,76.84291
42,2023-06-26,29.74,30.76,21.39,21.12,Gymnasium 39,43.348459,76.84291
43,2023-06-27,20.22,8.86,10.63,12.48,Gymnasium 39,43.348459,76.84291
44,2023-06-28,18.77,6.84,9.5,11.49,Gymnasium 39,43.348459,76.84291
45,2023-06-29,21.0,8.36,8.52,9.41,Gymnasium 39,43.348459,76.84291
46,2023-06-30,25.27,14.46,11.19,11.58,Gymnasium 39,43.348459,76.84291
47,2023-07-01,24.13,12.61,10.96,12.49,Gymnasium 39,43.348459,76.84291
48,2023-07-02,24.2,16.39,15.27,16.94,Gymnasium 39,43.348459,76.84291
49,2023-07-03,23.72,12.28,12.86,15.91,Gymnasium 39,43.348459,76.84291
50,2023-07-04,22.48,8.08,9.71,13.0,Gymnasium 39,43.348459,76.84291
51,2023-07-05,22.43,13.14,10.64,10.57,Gymnasium 39,43.348459,76.84291
52,2023-07-06,23.76,13.23,10.78,10.6,Gymnasium 39,43.348459,76.84291
53,2023-07-07,24.08,23.1,14.67,13.47,Gymnasium 39,43.348459,76.84291
54,2023-07-08,19.98,13.17,9.56,9.46,Gymnasium 39,43.348459,76.84291
55,2023-07-09,22.03,21.28,15.44,14.57,Gymnasium 39,43.348459,76.84291
56,2023-07-10,21.27,23.43,18.1,17.92,Gymnasium 39,43.348459,76.84291
57,2023-07-11,19.76,14.97,12.7,13.53,Gymnasium 39,43.348459,76.84291
58,2023-07-12,20.74,11.61,12.22,15.72,Gymnasium 39,43.348459,76.84291
59,2023-07-13,29.85,15.82,14.45,16.13,Gymnasium 39,43.348459,76.84291
60,2023-07-14,25.78,8.27,11.53,15.26,Gymnasium 39,43.348459,76.84291
61,2023-07-15,23.54,8.22,10.76,13.41,Gymnasium 39,43.348459,76.84291
62,2023-07-16,25.37,10.87,11.81,13.15,Gymnasium 39,43.348459,76.84291
63,2023-07-17,31.05,10.17,10.42,14.51,Gymnasium 39,43.348459,76.84291
64,2023-07-18,31.49,10.85,12.86,14.69,Gymnasium 39,43.348459,76.84291
65,2023-07-19,29.92,8.61,12.01,15.18,Gymnasium 39,43.348459,76.84291
66,2023-07-20,23.63,10.59,11.0,12.23,Gymnasium 39,43.348459,76.84291
67,2023-07-21,26.05,19.2,14.73,14.42,Gymnasium 39,43.348459,76.84291
68,2023-07-22,28.73,23.7,19.77,18.17,Gymnasium 39,43.348459,76.84291
69,2023-07-23,25.6,14.22,13.45,14.93,Gymnasium 39,43.348459,76.84291
70,2023-07-24,26.16,7.91,10.51,14.64,Gymnasium 39,43.348459,76.84291
71,2023-07-25,27.29,12.06,13.02,15.84,Gymnasium 39,43.348459,76.84291
72,2023-07-26,29.93,10.98,12.13,16.2,Gymnasium 39,43.348459,76.84291
73,2023-07-27,27.6,7.7,11.3,15.26,Gymnasium 39,43.348459,76.84291
74,2023-07-28,24.9,17.32,11.87,10.84,Gymnasium 39,43.348459,76.84291
75,2023-07-29,25.68,19.89,14.54,14.54,Gymnasium 39,43.348459,76.84291
76,2023-07-30,25.94,16.52,14.57,15.34,Gymnasium 39,43.348459,76.84291
77,2023-07-31,25.85,11.96,12.82,14.19,Gymnasium 39,43.348459,76.84291
78,2023-08-01,23.9,8.91,11.59,14.85,Gymnasium 39,43.348459,76.84291
79,2023-08-02,21.39,6.5,9.02,10.29,Gymnasium 39,43.348459,76.84291
80,2023-08-03,22.81,7.61,10.24,13.32,Gymnasium 39,43.348459,76.84291
81,2023-08-04,24.79,10.66,11.2,14.06,Gymnasium 39,43.348459,76.84291
82,2023-08-05,25.24,8.27,10.18,13.83,Gymnasium 39,43.348459,76.84291
83,2023-08-06,22.85,8.77,10.37,13.18,Gymnasium 39,43.348459,76.84291
84,2023-08-07,25.21,12.35,9.5,9.61,Gymnasium 39,43.348459,76.84291
85,2023-08-08,25.2,11.43,8.85,9.68,Gymnasium 39,43.348459,76.84291
86,2023-08-09,27.14,20.05,14.96,14.39,Gymnasium 39,43.348459,76.84291
87,2023-08-10,22.59,15.66,13.02,13.87,Gymnasium 39,43.348459,76.84291
88,2023-08-11,24.93,9.13,8.41,9.34,Gymnasium 39,43.348459,76.84291
89,2023-08-12,19.41,12.92,10.21,9.5,Gymnasium 39,43.348459,76.84291
90,2023-08-13,17.3,12.12,11.08,11.23,Gymnasium 39,43.348459,76.84291
91,2023-08-14,21.21,22.75,14.72,14.35,Gymnasium 39,43.348459,76.84291
92,2023-08-15,15.29,10.18,8.84,9.73,Gymnasium 39,43.348459,76.84291
93,2023-08-16,24.56,9.43,8.56,10.35,Gymnasium 39,43.348459,76.84291
94,2023-08-17,25.78,22.74,17.05,18.7,Gymnasium 39,43.348459,76.84291
95,2023-08-18,19.59,17.07,15.73,15.45,Gymnasium 39,43.348459,76.84291
96,2023-08-19,22.1,14.43,16.48,17.16,Gymnasium 39,43.348459,76.84291
97,2023-08-20,23.02,24.98,19.05,20.04,Gymnasium 39,43.348459,76.84291
98,2023-08-21,23.97,14.14,11.01,13.3,Gymnasium 39,43.348459,76.84291
99,2023-08-22,28.4,14.01,13.76,15.36,Gymnasium 39,43.348459,76.84291
100,2023-08-23,27.45,11.89,12.31,14.47,Gymnasium 39,43.348459,76.84291
101,2023-08-24,26.46,10.42,11.39,13.71,Gymnasium 39,43.348459,76.84291
102,2023-08-25,25.92,11.75,12.03,14.08,Gymnasium 39,43.348459,76.84291
103,2023-08-26,24.99,10.23,11.16,13.68,Gymnasium 39,43.348459,76.84291
104,2023-08-27,17.07,8.01,7.36,8.25,Gymnasium 39,43.348459,76.84291
105,2023-08-28,22.1,14.75,8.23,6.81,Gymnasium 39,43.348459,76.84291
106,2023-08-29,22.02,17.26,11.48,11.18,Gymnasium 39,43.348459,76.84291
107,2023-08-30,8.34,10.47,9.21,10.05,Gymnasium 39,43.348459,76.84291
108,2023-08-31,19.14,23.85,15.64,13.1,Gymnasium 39,43.348459,76.84291
109,2023-09-01,22.46,24.18,15.82,15.99,Gymnasium 39,43.348459,76.84291
110,2023-09-02,19.84,17.14,11.62,11.33,Gymnasium 39,43.348459,76.84291
111,2023-09-03,17.8,7.95,9.61,11.34,Gymnasium 39,43.348459,76.84291
112,2023-09-04,16.57,9.27,6.68,6.78,Gymnasium 39,43.348459,76.84291
113,2023-09-05,22.66,14.96,9.78,10.54,Gymnasium 39,43.348459,76.84291
114,2023-09-06,15.67,7.82,9.32,10.64,Gymnasium 39,43.348459,76.84291
115,2023-09-07,22.39,13.0,14.03,15.11,Gymnasium 39,43.348459,76.84291
116,2023-09-08,23.85,14.92,12.84,13.77,Gymnasium 39,43.348459,76.84291
117,2023-09-09,25.02,36.7,26.99,25.42,Gymnasium 39,43.348459,76.84291
118,2023-09-10,19.79,26.5,18.22,19.29,Gymnasium 39,43.348459,76.84291
119,2023-09-18,20.67,31.7,18.93,20.85,Gymnasium 39,43.348459,76.84291
120,2023-09-19,25.07,36.03,25.98,23.57,Gymnasium 39,43.348459,76.84291
121,2023-09-20,19.0,13.24,7.64,4.84,Gymnasium 39,43.348459,76.84291
122,2023-09-21,19.97,13.99,10.46,10.63,Gymnasium 39,43.348459,76.84291
123,2023-09-22,22.41,15.93,8.83,6.39,Gymnasium 39,43.348459,76.84291
124,2023-09-23,24.91,13.64,9.02,8.8,Gymnasium 39,43.348459,76.84291
125,2023-09-24,21.09,18.67,10.14,10.28,Gymnasium 39,43.348459,76.84291
126,2023-09-25,23.99,33.7,18.55,20.89,Gymnasium 39,43.348459,76.84291
127,2023-09-26,23.66,28.35,17.1,20.19,Gymnasium 39,43.348459,76.84291
128,2023-09-27,23.46,28.92,21.69,20.59,Gymnasium 39,43.348459,76.84291
129,2023-09-28,24.3,32.0,22.17,22.61,Gymnasium 39,43.348459,76.84291
130,2023-09-29,22.63,19.57,14.03,14.51,Gymnasium 39,43.348459,76.84291
131,2023-09-30,20.83,39.79,34.88,30.49,Gymnasium 39,43.348459,76.84291
132,2023-10-01,23.09,62.17,44.51,46.02,Gymnasium 39,43.348459,76.84291
133,2023-10-02,20.82,23.54,17.05,18.47,Gymnasium 39,43.348459,76.84291
134,2023-10-11,22.07,16.7,8.66,7.19,Gymnasium 39,43.348459,76.84291
135,2023-10-12,23.73,9.57,8.19,9.03,Gymnasium 39,43.348459,76.84291
136,2023-10-13,17.01,0.86,0.23,0.0,Gymnasium 39,43.348459,76.84291
137,2023-10-14,27.39,9.61,4.32,0.09,Gymnasium 39,43.348459,76.84291
138,2023-10-15,28.04,26.04,10.6,10.34,Gymnasium 39,43.348459,76.84291
139,2023-10-16,28.57,20.0,9.25,7.31,Gymnasium 39,43.348459,76.84291
140,2023-10-17,25.24,10.62,8.08,8.15,Gymnasium 39,43.348459,76.84291
141,2023-10-18,25.58,14.77,11.27,12.24,Gymnasium 39,43.348459,76.84291
142,2023-10-19,24.66,27.88,19.91,21.89,Gymnasium 39,43.348459,76.84291
143,2023-10-20,27.05,30.91,20.56,23.38,Gymnasium 39,43.348459,76.84291
144,2023-10-21,25.36,42.31,23.28,26.26,Gymnasium 39,43.348459,76.84291
145,2023-10-22,18.92,21.1,12.68,15.05,Gymnasium 39,43.348459,76.84291
146,2023-10-23,18.17,9.9,5.25,3.16,Gymnasium 39,43.348459,76.84291
147,2023-10-24,22.71,20.18,11.4,12.04,Gymnasium 39,43.348459,76.84291
148,2023-10-25,25.39,25.91,16.16,20.63,Gymnasium 39,43.348459,76.84291
149,2023-10-26,23.48,19.73,15.58,16.92,Gymnasium 39,43.348459,76.84291
150,2023-10-27,20.51,16.95,7.66,7.85,Gymnasium 39,43.348459,76.84291
151,2023-10-28,22.98,43.41,34.4,33.75,Gymnasium 39,43.348459,76.84291
152,2023-10-29,26.21,37.42,34.83,29.9,Gymnasium 39,43.348459,76.84291
153,2023-10-30,23.08,33.85,25.6,24.26,Gymnasium 39,43.348459,76.84291
154,2023-10-31,22.67,12.41,5.63,3.86,Gymnasium 39,43.348459,76.84291
155,2023-11-01,18.42,9.05,6.3,5.41,Gymnasium 39,43.348459,76.84291
156,2023-11-02,26.57,27.91,13.33,18.38,Gymnasium 39,43.348459,76.84291
157,2023-11-03,31.86,41.34,23.55,29.0,Gymnasium 39,43.348459,76.84291
158,2023-11-04,30.27,48.69,27.79,31.81,Gymnasium 39,43.348459,76.84291
159,2023-11-05,25.21,35.54,26.0,27.74,Gymnasium 39,43.348459,76.84291
160,2023-11-06,27.15,28.6,10.88,16.19,Gymnasium 39,43.348459,76.84291
161,2023-11-07,28.86,44.44,24.26,29.59,Gymnasium 39,43.348459,76.84291
162,2023-11-08,30.31,54.76,47.04,46.88,Gymnasium 39,43.348459,76.84291
163,2023-11-09,26.67,8.74,3.96,0.88,Gymnasium 39,43.348459,76.84291
164,2023-11-10,29.41,27.56,12.68,16.12,Gymnasium 39,43.348459,76.84291
165,2023-11-11,25.47,39.5,21.71,24.42,Gymnasium 39,43.348459,76.84291
166,2023-11-12,24.78,13.93,5.99,5.59,Gymnasium 39,43.348459,76.84291
167,2023-11-13,31.34,17.32,8.16,8.23,Gymnasium 39,43.348459,76.84291
168,2023-11-14,36.74,39.18,18.26,25.4,Gymnasium 39,43.348459,76.84291
169,2023-11-15,34.67,44.65,25.21,29.09,Gymnasium 39,43.348459,76.84291
170,2023-11-16,38.47,58.73,33.27,39.65,Gymnasium 39,43.348459,76.84291
171,2023-11-17,32.45,51.4,29.84,34.81,Gymnasium 39,43.348459,76.84291
172,2023-11-18,24.41,24.34,15.15,19.43,Gymnasium 39,43.348459,76.84291
173,2023-11-19,23.99,35.75,18.91,20.87,Gymnasium 39,43.348459,76.84291
174,2023-11-20,25.43,36.47,19.13,24.18,Gymnasium 39,43.348459,76.84291
175,2023-11-21,29.81,34.11,17.66,23.29,Gymnasium 39,43.348459,76.84291
176,2023-11-22,25.64,30.93,14.98,19.02,Gymnasium 39,43.348459,76.84291
177,2023-11-23,30.55,23.09,10.7,11.9,Gymnasium 39,43.348459,76.84291
178,2023-11-24,30.02,33.43,15.29,20.05,Gymnasium 39,43.348459,76.84291
179,2023-11-25,28.1,59.7,32.18,42.01,Gymnasium 39,43.348459,76.84291
180,2023-11-26,29.61,44.5,24.97,28.53,Gymnasium 39,43.348459,76.84291
181,2023-11-27,29.19,50.97,30.27,38.84,Gymnasium 39,43.348459,76.84291
182,2023-11-28,34.21,86.8,52.89,70.65,Gymnasium 39,43.348459,76.84291
183,2023-11-29,32.59,56.54,44.88,47.24,Gymnasium 39,43.348459,76.84291
184,2023-11-30,20.6,16.3,8.02,8.16,Gymnasium 39,43.348459,76.84291
185,2023-12-01,20.99,13.84,5.56,5.43,Gymnasium 39,43.348459,76.84291
186,2023-12-02,30.08,75.18,48.24,63.94,Gymnasium 39,43.348459,76.84291
187,2023-12-03,32.67,58.21,41.27,45.43,Gymnasium 39,43.348459,76.84291
188,2023-12-04,23.86,33.22,14.49,19.97,Gymnasium 39,43.348459,76.84291
189,2023-12-05,30.03,45.71,23.91,28.87,Gymnasium 39,43.348459,76.84291
190,2023-12-06,31.4,43.21,24.88,30.87,Gymnasium 39,43.348459,76.84291
191,2023-12-07,33.9,16.2,5.61,5.62,Gymnasium 39,43.348459,76.84291
192,2023-12-08,40.31,11.23,3.93,1.59,Gymnasium 39,43.348459,76.84291
193,2023-12-09,47.17,32.9,12.79,19.62,Gymnasium 39,43.348459,76.84291
194,2023-12-10,47.6,30.99,10.54,17.22,Gymnasium 39,43.348459,76.84291
195,2023-12-11,47.5,19.66,6.36,7.23,Gymnasium 39,43.348459,76.84291
196,2023-12-12,82.71,10.14,3.61,0.0,Gymnasium 39,43.348459,76.84291
197,2023-12-13,106.22,33.92,12.15,12.21,Gymnasium 39,43.348459,76.84291
198,2023-12-14,85.77,34.74,12.48,15.0,Gymnasium 39,43.348459,76.84291
199,2023-12-15,69.18,25.05,9.16,13.24,Gymnasium 39,43.348459,76.84291
200,2023-12-16,57.47,77.06,36.47,55.28,Gymnasium 39,43.348459,76.84291
201,2023-12-17,51.49,72.33,35.28,52.73,Gymnasium 39,43.348459,76.84291
202,2023-12-18,56.15,58.61,24.27,37.61,Gymnasium 39,43.348459,76.84291
203,2023-12-19,29.58,48.83,163.69,87.55,Gymnasium 39,43.348459,76.84291
204,2023-12-20,31.05,39.45,106.65,54.48,Gymnasium 39,43.348459,76.84291
205,2023-12-21,52.69,34.4,10.84,18.42,Gymnasium 39,43.348459,76.84291
206,2023-12-22,56.82,38.25,13.21,21.51,Gymnasium 39,43.348459,76.84291
207,2023-12-23,55.89,70.06,40.69,52.73,Gymnasium 39,43.348459,76.84291
208,2023-12-24,49.49,73.75,43.27,61.32,Gymnasium 39,43.348459,76.84291
209,2023-12-25,48.71,73.37,44.65,61.93,Gymnasium 39,43.348459,76.84291
210,2023-12-26,32.67,24.69,11.48,13.97,Gymnasium 39,43.348459,76.84291
211,2023-12-27,34.61,14.8,5.53,3.69,Gymnasium 39,43.348459,76.84291
212,2023-12-28,32.95,18.23,8.1,8.51,Gymnasium 39,43.348459,76.84291
213,2023-12-29,33.71,15.07,6.04,4.58,Gymnasium 39,43.348459,76.84291
214,2023-12-30,45.91,50.6,19.67,29.97,Gymnasium 39,43.348459,76.84291
215,2023-12-31,51.45,63.26,25.68,37.95,Gymnasium 39,43.348459,76.84291
216,2024-01-01,51.78,61.58,32.92,44.41,Gymnasium 39,43.348459,76.84291
217,2024-01-02,38.09,33.65,14.26,21.44,Gymnasium 39,43.348459,76.84291
218,2024-01-03,40.24,31.65,11.96,18.75,Gymnasium 39,43.348459,76.84291
219,2024-01-04,45.85,34.11,11.39,18.48,Gymnasium 39,43.348459,76.84291
220,2024-01-05,43.77,57.57,28.06,35.72,Gymnasium 39,43.348459,76.84291
221,2024-01-06,40.45,68.53,45.1,55.4,Gymnasium 39,43.348459,76.84291
222,2024-01-07,38.74,67.59,43.88,53.36,Gymnasium 39,43.348459,76.84291
223,2024-01-08,37.11,58.81,36.07,45.44,Gymnasium 39,43.348459,76.84291
224,2024-01-09,39.21,65.59,37.47,48.96,Gymnasium 39,43.348459,76.84291
225,2024-01-10,34.19,45.96,21.56,30.18,Gymnasium 39,43.348459,76.84291
226,2024-01-11,33.44,18.51,7.0,7.76,Gymnasium 39,43.348459,76.84291
227,2024-01-12,49.91,36.89,13.47,20.12,Gymnasium 39,43.348459,76.84291
228,2024-01-13,41.9,46.47,21.0,30.69,Gymnasium 39,43.348459,76.84291
229,2024-01-14,33.22,31.93,12.66,17.93,Gymnasium 39,43.348459,76.84291
230,2024-01-29,49.92,41.68,15.19,23.89,Gymnasium 39,43.348459,76.84291
231,2024-01-30,47.35,57.4,23.41,36.9,Gymnasium 39,43.348459,76.84291
232,2024-01-31,51.1,48.78,18.57,30.2,Gymnasium 39,43.348459,76.84291
233,2024-02-01,49.18,37.09,12.68,19.48,Gymnasium 39,43.348459,76.84291
234,2024-02-02,53.81,22.28,7.57,9.66,Gymnasium 39,43.348459,76.84291
235,2024-02-03,59.1,31.45,10.78,16.54,Gymnasium 39,43.348459,76.84291
236,2024-02-04,69.48,103.27,49.9,79.36,Gymnasium 39,43.348459,76.84291
237,2024-02-05,65.09,64.43,31.01,44.68,Gymnasium 39,43.348459,76.84291
238,2024-02-06,69.47,92.87,48.96,75.22,Gymnasium 39,43.348459,76.84291
239,2024-02-07,49.39,43.72,20.97,29.63,Gymnasium 39,43.348459,76.84291
240,2024-02-08,39.99,29.14,13.25,16.39,Gymnasium 39,43.348459,76.84291
241,2024-02-09,43.99,37.68,18.67,24.63,Gymnasium 39,43.348459,76.84291
242,2024-02-10,47.83,65.54,39.97,46.96,Gymnasium 39,43.348459,76.84291
243,2024-02-11,40.54,48.83,33.5,38.39,Gymnasium 39,43.348459,76.84291
244,2024-02-12,45.01,6.47,1.69,0.0,Gymnasium 39,43.348459,76.84291
245,2024-02-13,56.91,46.18,17.92,29.29,Gymnasium 39,43.348459,76.84291
246,2024-02-14,50.49,64.37,37.72,48.6,Gymnasium 39,43.348459,76.84291
247,2024-02-15,41.16,32.21,24.55,31.04,Gymnasium 39,43.348459,76.84291
248,2024-02-16,62.1,8.61,2.97,0.03,Gymnasium 39,43.348459,76.84291
249,2024-02-17,91.5,21.06,7.87,5.86,Gymnasium 39,43.348459,76.84291
250,2024-02-18,76.72,16.01,6.3,1.71,Gymnasium 39,43.348459,76.84291
251,2024-02-19,89.02,10.49,4.73,0.05,Gymnasium 39,43.348459,76.84291
252,2024-02-20,79.28,14.15,5.62,2.19,Gymnasium 39,43.348459,76.84291
253,2024-02-21,72.76,50.43,19.82,31.7,Gymnasium 39,43.348459,76.84291
254,2024-02-22,69.78,63.28,27.62,40.95,Gymnasium 39,43.348459,76.84291
255,2024-02-23,40.84,27.79,9.78,13.79,Gymnasium 39,43.348459,76.84291
256,2024-02-24,49.61,19.09,6.97,8.16,Gymnasium 39,43.348459,76.84291
257,2024-02-25,52.1,15.02,5.49,4.33,Gymnasium 39,43.348459,76.84291
258,2024-02-26,51.78,17.22,6.06,5.64,Gymnasium 39,43.348459,76.84291
259,2024-02-27,58.6,17.62,7.6,8.81,Gymnasium 39,43.348459,76.84291
260,2024-02-28,60.04,52.18,21.11,33.2,Gymnasium 39,43.348459,76.84291
261,2024-02-29,53.59,44.2,17.18,28.85,Gymnasium 39,43.348459,76.84291
262,2024-03-01,56.61,32.61,12.43,19.42,Gymnasium 39,43.348459,76.84291
263,2024-03-02,52.69,48.58,23.84,33.92,Gymnasium 39,43.348459,76.84291
264,2024-03-03,45.39,52.01,20.8,31.94,Gymnasium 39,43.348459,76.84291
265,2024-03-04,58.87,55.92,23.88,35.46,Gymnasium 39,43.348459,76.84291
266,2024-03-05,51.67,48.89,19.68,31.31,Gymnasium 39,43.348459,76.84291
267,2024-03-06,46.61,44.39,21.83,31.52,Gymnasium 39,43.348459,76.84291
268,2024-03-07,44.22,36.22,19.97,26.03,Gymnasium 39,43.348459,76.84291
269,2024-03-08,49.23,67.15,46.01,56.59,Gymnasium 39,43.348459,76.84291
270,2024-03-09,37.18,42.22,22.67,29.77,Gymnasium 39,43.348459,76.84291
271,2024-03-10,34.4,31.46,13.86,18.73,Gymnasium 39,43.348459,76.84291
272,2024-03-11,35.54,50.0,25.36,31.91,Gymnasium 39,43.348459,76.84291
273,2024-03-12,25.57,12.05,7.85,7.82,Gymnasium 39,43.348459,76.84291
274,2024-03-13,40.63,40.21,17.3,23.61,Gymnasium 39,43.348459,76.84291
275,2024-03-14,38.75,11.85,5.16,2.35,Gymnasium 39,43.348459,76.84291
276,2024-03-15,49.1,14.55,7.35,7.49,Gymnasium 39,43.348459,76.84291
277,2024-03-16,44.65,38.53,18.85,26.68,Gymnasium 39,43.348459,76.84291
278,2024-03-17,34.19,44.11,23.14,30.68,Gymnasium 39,43.348459,76.84291
279,2024-03-18,35.77,39.72,28.63,29.33,Gymnasium 39,43.348459,76.84291
280,2024-03-19,31.17,36.54,22.88,26.08,Gymnasium 39,43.348459,76.84291
281,2024-03-20,25.36,45.47,30.27,31.34,Gymnasium 39,43.348459,76.84291
282,2024-03-21,21.0,34.95,10.32,9.81,Gymnasium 39,43.348459,76.84291
283,2024-03-22,21.66,,4.03,0.71,Gymnasium 39,43.348459,76.84291
284,2024-03-23,24.1,,15.13,17.37,Gymnasium 39,43.348459,76.84291
285,2024-03-24,21.38,,16.73,20.16,Gymnasium 39,43.348459,76.84291
286,2024-03-25,23.74,,23.19,22.51,Gymnasium 39,43.348459,76.84291
287,2024-03-26,28.27,,26.23,26.67,Gymnasium 39,43.348459,76.84291
288,2024-03-27,20.92,,14.03,16.51,Gymnasium 39,43.348459,76.84291
289,2024-03-28,17.48,,8.77,8.19,Gymnasium 39,43.348459,76.84291
290,2024-03-29,16.89,,5.38,3.05,Gymnasium 39,43.348459,76.84291
291,2024-03-30,20.41,,2.54,0.0,Gymnasium 39,43.348459,76.84291
292,2024-03-31,27.17,,6.39,5.38,Gymnasium 39,43.348459,76.84291
293,2024-04-01,29.08,,10.58,10.71,Gymnasium 39,43.348459,76.84291
294,2024-04-02,29.1,,16.38,19.98,Gymnasium 39,43.348459,76.84291
295,2024-04-03,27.45,,10.58,12.69,Gymnasium 39,43.348459,76.84291
296,2024-04-04,28.44,,14.53,18.25,Gymnasium 39,43.348459,76.84291
297,2024-04-05,21.7,,13.03,14.42,Gymnasium 39,43.348459,76.84291
298,2024-04-06,16.82,,11.53,12.25,Gymnasium 39,43.348459,76.84291
299,2024-04-07,22.38,,11.32,11.62,Gymnasium 39,43.348459,76.84291
300,2024-04-08,25.48,,17.26,19.87,Gymnasium 39,43.348459,76.84291
301,2024-04-09,18.54,,4.94,2.5,Gymnasium 39,43.348459,76.84291
302,2024-04-10,23.67,,8.64,8.0,Gymnasium 39,43.348459,76.84291
303,2024-04-11,23.67,,16.27,18.39,Gymnasium 39,43.348459,76.84291
304,2024-04-12,18.68,,5.07,3.05,Gymnasium 39,43.348459,76.84291
305,2024-04-13,22.05,,15.24,16.38,Gymnasium 39,43.348459,76.84291
306,2024-04-14,18.73,,14.73,15.54,Gymnasium 39,43.348459,76.84291
307,2024-04-15,18.2,,16.26,17.29,Gymnasium 39,43.348459,76.84291
308,2024-04-16,13.29,,3.31,0.23,Gymnasium 39,43.348459,76.84291
309,2024-04-17,22.63,,8.24,7.76,Gymnasium 39,43.348459,76.84291
310,2024-04-18,19.73,,12.47,14.25,Gymnasium 39,43.348459,76.84291
311,2024-04-19,19.8,,14.79,16.12,Gymnasium 39,43.348459,76.84291
312,2024-04-20,14.44,,6.52,6.37,Gymnasium 39,43.348459,76.84291
313,2024-04-21,16.39,,7.3,6.25,Gymnasium 39,43.348459,76.84291
314,2024-04-22,18.34,,9.07,8.73,Gymnasium 39,43.348459,76.84291
315,2024-04-23,18.22,,,10.97,Gymnasium 39,43.348459,76.84291
316,2024-04-24,15.39,,,4.4,Gymnasium 39,43.348459,76.84291
317,2024-04-25,16.97,,,3.01,Gymnasium 39,43.348459,76.84291
318,2024-04-26,18.16,,,1.05,Gymnasium 39,43.348459,76.84291
319,2024-04-27,18.3,,,1.14,Gymnasium 39,43.348459,76.84291
